x,y,z
-2.5066,4.5438,0.026689
-2.5523,4.5279,0.026499
-2.5978,4.5114,0.026312
-2.6432,4.4944,0.026129
-2.6884,4.477,0.025949
-2.7334,4.4591,0.025772
-2.7783,4.4407,0.025599
-2.8229,4.4218,0.025428
-2.8674,4.4024,0.025261
-2.9117,4.3825,0.025097
-2.9558,4.3621,0.024936
-2.9996,4.3413,0.024777
-3.0433,4.32,0.024622
-3.0867,4.2982,0.024469
-3.13,4.2759,0.024319
-3.173,4.2532,0.024172
-3.2157,4.23,0.024027
-3.2583,4.2063,0.023885
-3.3006,4.1821,0.023745
-3.3426,4.1575,0.023608
-3.3844,4.1323,0.023473
-3.426,4.1068,0.023341
-3.4673,4.0807,0.023211
-3.5083,4.0542,0.023083
-3.5491,4.0272,0.022957
-3.5896,3.9998,0.022834
-3.6298,3.9719,0.022713
-3.6698,3.9435,0.022594
-3.7095,3.9147,0.022477
-3.7488,3.8855,0.022362
-3.7879,3.8558,0.022249
-3.8267,3.8256,0.022138
-3.8652,3.795,0.022029
-3.9033,3.7639,0.021922
-3.9412,3.7324,0.021817
-3.9787,3.7005,0.021713
-4.016,3.6681,0.021612
-4.0529,3.6352,0.021512
-4.0894,3.602,0.021414
-4.1257,3.5683,0.021318
-4.1616,3.5342,0.021223
-4.1971,3.4996,0.02113
-4.2323,3.4647,0.021039
-4.2672,3.4293,0.020949
-4.3017,3.3935,0.020861
-4.3358,3.3572,0.020775
-4.3696,3.3206,0.02069
-4.403,3.2835,0.020606
-4.436,3.2461,0.020524
-4.4687,3.2082,0.020444
-4.501,3.1699,0.020365
-4.5329,3.1312,0.020288
-4.5644,3.0922,0.020212
-4.5955,3.0527,0.020137
-4.6263,3.0129,0.020064
-4.6566,2.9726,0.019992
-4.6865,2.932,0.019922
-4.716,2.891,0.019852
-4.7452,2.8496,0.019785
-4.7738,2.8079,0.019718
-4.8021,2.7658,0.019653
-4.83,2.7233,0.019589
-4.8574,2.6804,0.019526
-4.8844,2.6372,0.019465
-4.911,2.5936,0.019404
-4.9371,2.5497,0.019345
-4.9628,2.5054,0.019288
-4.988,2.4608,0.019231
-5.0128,2.4159,0.019176
-5.0372,2.3706,0.019121
-5.0611,2.3249,0.019068
-5.0845,2.279,0.019016
-5.1075,2.2327,0.018966
-5.13,2.1861,0.018916
-5.1521,2.1392,0.018867
-5.1737,2.0919,0.01882
-5.1948,2.0444,0.018773
-5.2154,1.9965,0.018728
-5.2355,1.9483,0.018684
-5.2552,1.8999,0.018641
-5.2744,1.8511,0.018598
-5.2931,1.8021,0.018557
-5.3113,1.7528,0.018517
-5.329,1.7031,0.018478
-5.3462,1.6533,0.01844
-5.363,1.6031,0.018403
-5.3792,1.5527,0.018367
-5.3949,1.502,0.018332
-5.4101,1.4511,0.018299
-5.4248,1.3999,0.018266
-5.439,1.3484,0.018234
-5.4526,1.2967,0.018203
-5.4658,1.2448,0.018172
-5.4784,1.1926,0.018143
-5.4905,1.1402,0.018115
-5.5021,1.0876,0.018088
-5.5132,1.0347,0.018062
-5.5237,0.98168,0.018037
-5.5337,0.92841,0.018012
-5.5431,0.87493,0.017989
-5.5521,0.82125,0.017966
-5.5605,0.76737,0.017945
-5.5683,0.7133,0.017924
-5.5756,0.65904,0.017904
-5.5824,0.60461,0.017885
-5.5886,0.54999,0.017868
-5.5943,0.4952,0.017851
-5.5994,0.44025,0.017834
-5.604,0.38514,0.017819
-5.608,0.32987,0.017805
-5.6115,0.27445,0.017792
-5.6144,0.21888,0.017779
-5.6168,0.16317,0.017767
-5.6186,0.10733,0.017757
-5.6199,0.051361,0.017747
-5.6206,-0.0047345,0.017738
-5.6207,-0.06095,0.01773
-5.6203,-0.11728,0.017723
-5.6193,-0.17372,0.017717
-5.6177,-0.23026,0.017711
-5.6156,-0.28689,0.017707
-5.6129,-0.34362,0.017703
-5.6096,-0.40044,0.0177
-5.6058,-0.45734,0.017698
-5.6014,-0.51431,0.017698
-5.5964,-0.57135,0.017697
-5.5909,-0.62846,0.017698
-5.5848,-0.68562,0.0177
-5.5781,-0.74284,0.017703
-5.5709,-0.80011,0.017706
-5.563,-0.85742,0.01771
-5.5546,-0.91476,0.017716
-5.5457,-0.97214,0.017722
-5.5361,-1.0295,0.017729
-5.526,-1.087,0.017737
-5.5153,-1.1444,0.017746
-5.504,-1.2018,0.017755
-5.4922,-1.2593,0.017766
-5.4798,-1.3167,0.017778
-5.4668,-1.3742,0.01779
-5.4532,-1.4316,0.017804
-5.4391,-1.489,0.017818
-5.4244,-1.5463,0.017833
-5.4091,-1.6037,0.017849
-5.3932,-1.661,0.017866
-5.3768,-1.7182,0.017884
-5.3598,-1.7754,0.017903
-5.3422,-1.8326,0.017923
-5.3241,-1.8897,0.017944
-5.3054,-1.9467,0.017966
-5.2861,-2.0036,0.017989
-5.2662,-2.0605,0.018013
-5.2458,-2.1173,0.018037
-5.2248,-2.174,0.018063
-5.2033,-2.2306,0.01809
-5.1811,-2.2871,0.018117
-5.1584,-2.3435,0.018146
-5.1352,-2.3997,0.018176
-5.1114,-2.4559,0.018206
-5.087,-2.5119,0.018238
-5.0621,-2.5678,0.018271
-5.0366,-2.6235,0.018304
-5.0105,-2.6792,0.018339
-4.9839,-2.7346,0.018375
-4.9567,-2.7899,0.018412
-4.929,-2.8451,0.01845
-4.9008,-2.9001,0.018489
-4.8719,-2.9549,0.018529
-4.8426,-3.0095,0.01857
-4.8127,-3.0639,0.018612
-4.7822,-3.1182,0.018655
-4.7512,-3.1723,0.0187
-4.7197,-3.2261,0.018746
-4.6876,-3.2798,0.018792
-4.655,-3.3332,0.01884
-4.6219,-3.3864,0.018889
-4.5882,-3.4394,0.01894
-4.554,-3.4922,0.018991
-4.5192,-3.5447,0.019044
-4.484,-3.597,0.019098
-4.4482,-3.649,0.019153
-4.4119,-3.7008,0.019209
-4.3751,-3.7523,0.019267
-4.3378,-3.8036,0.019326
-4.2999,-3.8545,0.019386
-4.2616,-3.9053,0.019447
-4.2227,-3.9557,0.01951
-4.1834,-4.0058,0.019574
-4.1435,-4.0557,0.019639
-4.1031,-4.1052,0.019706
-4.0623,-4.1545,0.019774
-4.0209,-4.2034,0.019844
-3.9791,-4.252,0.019915
-3.9368,-4.3003,0.019987
-3.894,-4.3483,0.020061
-3.8507,-4.3959,0.020137
-3.8069,-4.4432,0.020213
-3.7627,-4.4902,0.020292
-3.718,-4.5368,0.020372
-3.6728,-4.583,0.020453
-3.6272,-4.6289,0.020536
-3.5811,-4.6744,0.020621
-3.5346,-4.7196,0.020707
-3.4876,-4.7644,0.020795
-3.4402,-4.8088,0.020884
-3.3923,-4.8528,0.020975
-3.344,-4.8964,0.021068
-3.2952,-4.9397,0.021163
-3.246,-4.9825,0.021259
-3.1964,-5.0249,0.021357
-3.1464,-5.0669,0.021457
-3.0959,-5.1085,0.021559
-3.0451,-5.1497,0.021663
-2.9938,-5.1905,0.021768
-2.9421,-5.2308,0.021876
-2.89,-5.2707,0.021985
-2.8375,-5.3101,0.022097
-2.7846,-5.3491,0.02221
-2.7314,-5.3876,0.022326
-2.6777,-5.4257,0.022443
-2.6237,-5.4634,0.022563
-2.5693,-5.5005,0.022685
-2.5145,-5.5372,0.022809
-2.4593,-5.5734,0.022936
-2.4038,-5.6092,0.023064
-2.348,-5.6444,0.023195
-2.2918,-5.6792,0.023328
-2.2352,-5.7135,0.023464
-2.1783,-5.7473,0.023602
-2.1211,-5.7805,0.023743
-2.0635,-5.8133,0.023886
-2.0056,-5.8456,0.024031
-1.9474,-5.8773,0.02418
-1.8889,-5.9085,0.02433
-1.83,-5.9393,0.024484
-1.7709,-5.9694,0.02464
-1.7114,-5.9991,0.0248
-1.6517,-6.0282,0.024962
-1.5916,-6.0568,0.025126
-1.5313,-6.0848,0.025294
-1.4707,-6.1123,0.025465
-1.4099,-6.1392,0.025639
-1.3487,-6.1656,0.025816
-1.2873,-6.1914,0.025997
-1.2257,-6.2167,0.02618
-1.1638,-6.2414,0.026367
-1.1016,-6.2655,0.026557
-1.0392,-6.289,0.026751
-0.97662,-6.312,0.026948
-0.91377,-6.3344,0.027149
-0.85069,-6.3562,0.027353
-0.7874,-6.3774,0.027561
-0.72391,-6.398,0.027773
-0.6602,-6.4181,0.027989
-0.5963,-6.4375,0.028209
-0.53221,-6.4563,0.028433
-0.46793,-6.4746,0.028661
-0.40347,-6.4922,0.028893
-0.33884,-6.5092,0.02913
-0.27404,-6.5256,0.029371
-0.20907,-6.5414,0.029616
-0.14396,-6.5566,0.029866
-0.078689,-6.5712,0.030121
-0.013279,-6.5851,0.03038
0.052268,-6.5984,0.030644
0.11795,-6.6111,0.030914
0.18375,-6.6231,0.031188
0.24967,-6.6345,0.031468
0.3157,-6.6453,0.031753
0.38183,-6.6554,0.032043
0.44807,-6.6649,0.032339
0.51439,-6.6738,0.03264
0.5808,-6.682,0.032948
0.64729,-6.6895,0.033261
0.71385,-6.6964,0.033581
0.78048,-6.7027,0.033906
0.84717,-6.7083,0.034238
0.91391,-6.7132,0.034577
0.9807,-6.7175,0.034922
1.0475,-6.7211,0.035274
1.1144,-6.7241,0.035633
1.1813,-6.7264,0.035999
1.2482,-6.728,0.036372
1.3151,-6.729,0.036753
1.382,-6.7293,0.037141
1.4489,-6.729,0.037537
1.5158,-6.7279,0.037942
1.5827,-6.7262,0.038354
1.6496,-6.7239,0.038775
1.7165,-6.7208,0.039204
1.7833,-6.7171,0.039643
1.8501,-6.7127,0.04009
1.9168,-6.7076,0.040547
1.9835,-6.7019,0.041013
2.0501,-6.6954,0.041488
2.1166,-6.6883,0.041974
2.1831,-6.6805,0.04247
2.2495,-6.6721,0.042976
2.3157,-6.6629,0.043493
2.3819,-6.6531,0.044022
2.448,-6.6426,0.044561
2.514,-6.6314,0.045112
2.5799,-6.6195,0.045674
2.6456,-6.6069,0.046249
2.7112,-6.5937,0.046837
2.7767,-6.5798,0.047437
2.842,-6.5652,0.04805
2.9072,-6.5499,0.048677
2.9722,-6.5339,0.049317
3.037,-6.5172,0.049972
3.1017,-6.4999,0.050641
3.1662,-6.4819,0.051326
3.2305,-6.4632,0.052025
3.2946,-6.4438,0.05274
3.3585,-6.4238,0.053472
3.4222,-6.403,0.05422
3.4857,-6.3816,0.054985
3.549,-6.3595,0.055767
3.612,-6.3367,0.056568
3.6748,-6.3133,0.057387
3.7374,-6.2892,0.058224
3.7997,-6.2644,0.059082
3.8618,-6.2389,0.059959
3.9235,-6.2128,0.060857
3.9851,-6.186,0.061776
4.0463,-6.1585,0.062716
4.1073,-6.1303,0.063679
4.1679,-6.1015,0.064665
4.2283,-6.072,0.065674
4.2884,-6.0419,0.066708
4.3481,-6.0111,0.067766
4.4075,-5.9796,0.06885
4.4667,-5.9475,0.06996
4.5254,-5.9148,0.071097
4.5839,-5.8813,0.072262
4.642,-5.8473,0.073455
4.6997,-5.8125,0.074678
4.7571,-5.7772,0.075931
4.8141,-5.7411,0.077215
4.8707,-5.7045,0.078531
4.927,-5.6672,0.07988
4.9829,-5.6293,0.081262
5.0383,-5.5907,0.08268
5.0934,-5.5515,0.084133
5.1481,-5.5116,0.085622
5.2023,-5.4712,0.08715
5.2562,-5.4301,0.088716
5.3096,-5.3884,0.090322
5.3626,-5.3461,0.09197
5.4151,-5.3032,0.093659
5.4672,-5.2596,0.095393
5.5189,-5.2155,0.097171
5.57,-5.1707,0.098995
5.6208,-5.1253,0.10087
5.671,-5.0794,0.10279
5.7208,-5.0328,0.10476
5.7701,-4.9857,0.10678
5.8188,-4.938,0.10885
5.8671,-4.8896,0.11098
5.9149,-4.8408,0.11317
5.9622,-4.7913,0.11541
6.009,-4.7412,0.11771
6.0552,-4.6906,0.12008
6.1009,-4.6395,0.1225
6.1461,-4.5877,0.12499
6.1907,-4.5355,0.12755
6.2348,-4.4826,0.13018
6.2783,-4.4292,0.13287
6.3213,-4.3753,0.13564
6.3637,-4.3209,0.13849
6.4055,-4.2659,0.1414
6.4467,-4.2103,0.1444
6.4874,-4.1543,0.14748
6.5275,-4.0977,0.15064
6.5669,-4.0406,0.15389
6.6058,-3.9831,0.15722
6.644,-3.925,0.16065
6.6817,-3.8664,0.16416
6.7187,-3.8073,0.16777
6.7551,-3.7477,0.17148
6.7909,-3.6877,0.17529
6.826,-3.6271,0.17921
6.8605,-3.5661,0.18322
6.8943,-3.5046,0.18735
6.9275,-3.4427,0.19159
6.96,-3.3803,0.19594
6.9918,-3.3175,0.20041
7.023,-3.2542,0.205
7.0535,-3.1905,0.20971
7.0833,-3.1263,0.21455
7.1124,-3.0617,0.21951
7.1408,-2.9967,0.22461
7.1686,-2.9313,0.22985
7.1956,-2.8655,0.23523
7.2219,-2.7993,0.24074
7.2475,-2.7327,0.24641
7.2723,-2.6657,0.25222
7.2965,-2.5983,0.25819
7.3199,-2.5305,0.26431
7.3425,-2.4624,0.27059
7.3644,-2.3939,0.27704
7.3856,-2.325,0.28365
7.406,-2.2558,0.29043
7.4257,-2.1862,0.29738
7.4446,-2.1164,0.30451
7.4627,-2.0461,0.31183
7.48,-1.9756,0.31932
7.4966,-1.9048,0.32701
7.5124,-1.8336,0.33488
7.5274,-1.7621,0.34295
7.5415,-1.6904,0.35122
7.5549,-1.6184,0.35969
7.5675,-1.5461,0.36836
7.5793,-1.4735,0.37724
7.5903,-1.4006,0.38633
7.6004,-1.3275,0.39563
7.6097,-1.2542,0.40515
7.6182,-1.1806,0.41489
7.6259,-1.1068,0.42484
7.6327,-1.0327,0.43503
7.6387,-0.95846,0.44543
7.6438,-0.88399,0.45607
7.6481,-0.80932,0.46693
7.6515,-0.73445,0.47803
7.6541,-0.65941,0.48936
7.6558,-0.58419,0.50092
7.6566,-0.5088,0.51272
7.6566,-0.43325,0.52475
7.6556,-0.35755,0.53702
7.6539,-0.28171,0.54952
7.6512,-0.20573,0.56226
7.6476,-0.12963,0.57523
7.6432,-0.053416,0.58843
7.6378,0.022909,0.60186
7.6316,0.099333,0.61553
7.6244,0.17585,0.62942
7.6164,0.25244,0.64353
7.6074,0.32911,0.65786
7.5975,0.40584,0.67241
7.5867,0.48263,0.68717
7.575,0.55946,0.70213
7.5624,0.63633,0.7173
7.5489,0.71323,0.73266
7.5344,0.79014,0.7482
7.519,0.86707,0.76393
7.5027,0.94399,0.77983
7.4855,1.0209,0.79588
7.4673,1.0978,0.81209
7.4482,1.1747,0.82845
7.4282,1.2515,0.84493
7.4072,1.3283,0.86153
7.3853,1.405,0.87824
7.3625,1.4817,0.89504
7.3387,1.5583,0.91192
7.314,1.6348,0.92887
7.2884,1.7112,0.94586
7.2618,1.7875,0.96288
7.2343,1.8637,0.97992
7.2059,1.9398,0.99696
7.1765,2.0157,1.014
7.1462,2.0915,1.0309
7.115,2.1671,1.0478
7.0829,2.2426,1.0647
7.0498,2.3179,1.0814
7.0158,2.3931,1.098
6.9809,2.468,1.1144
6.9451,2.5428,1.1307
6.9083,2.6173,1.1468
6.8707,2.6916,1.1627
6.8321,2.7657,1.1783
6.7927,2.8396,1.1936
6.7524,2.9132,1.2086
6.7111,2.9865,1.2234
6.669,3.0596,1.2377
6.6261,3.1324,1.2517
6.5822,3.2049,1.2653
6.5375,3.2772,1.2785
6.492,3.3491,1.2912
6.4456,3.4207,1.3034
6.3983,3.492,1.3151
6.3503,3.563,1.3263
6.3014,3.6336,1.3369
6.2517,3.7039,1.347
6.2012,3.7738,1.3564
6.1498,3.8434,1.3652
6.0978,3.9126,1.3734
6.0449,3.9814,1.3808
5.9913,4.0498,1.3876
5.9369,4.1178,1.3936
5.8818,4.1854,1.3989
5.826,4.2526,1.4035
5.7694,4.3193,1.4072
5.7121,4.3857,1.4102
5.6542,4.4516,1.4124
5.5955,4.517,1.4137
5.5362,4.582,1.4143
5.4763,4.6465,1.4139
5.4157,4.7106,1.4128
5.3544,4.7742,1.4108
5.2926,4.8372,1.4079
5.2301,4.8998,1.4041
5.1671,4.9619,1.3996
5.1035,5.0235,1.3941
5.0393,5.0846,1.3878
4.9746,5.1452,1.3806
4.9093,5.2052,1.3726
4.8435,5.2647,1.3637
4.7772,5.3237,1.3541
4.7105,5.3821,1.3436
4.6432,5.44,1.3323
4.5755,5.4973,1.3202
4.5073,5.554,1.3073
4.4387,5.6102,1.2938
4.3697,5.6658,1.2794
4.3002,5.7209,1.2644
4.2304,5.7753,1.2487
4.1601,5.8292,1.2324
4.0895,5.8824,1.2154
4.0185,5.9351,1.1978
3.9472,5.9871,1.1797
3.8755,6.0386,1.161
3.8035,6.0894,1.1418
3.7312,6.1396,1.1222
3.6586,6.1892,1.1021
3.5857,6.2382,1.0816
3.5125,6.2865,1.0607
3.439,6.3342,1.0395
3.3653,6.3813,1.018
3.2913,6.4277,0.99622
3.217,6.4735,0.97423
3.1426,6.5186,0.95204
3.0679,6.563,0.92969
2.9929,6.6068,0.90722
2.9178,6.65,0.88466
2.8424,6.6925,0.86205
2.7669,6.7343,0.83941
2.6912,6.7754,0.81679
2.6152,6.8159,0.79422
2.5391,6.8557,0.77172
2.4629,6.8948,0.74933
2.3864,6.9332,0.72707
2.3098,6.9709,0.70498
2.2331,7.0079,0.68308
2.1562,7.0443,0.66139
2.0791,7.0799,0.63996
2.0019,7.1149,0.61878
1.9246,7.1491,0.5979
1.8471,7.1827,0.57733
1.7695,7.2155,0.55708
1.6918,7.2476,0.53719
1.6139,7.2791,0.51766
1.536,7.3098,0.4985
1.4579,7.3397,0.47975
1.3797,7.369,0.46139
1.3014,7.3975,0.44346
1.223,7.4253,0.42595
1.1444,7.4524,0.40888
1.0658,7.4788,0.39226
0.98712,7.5044,0.37608
0.90832,7.5293,0.36036
0.82942,7.5534,0.34509
0.75044,7.5768,0.33028
0.67137,7.5995,0.31593
0.59221,7.6214,0.30205
0.51298,7.6425,0.28862
0.43367,7.663,0.27565
0.35428,7.6826,0.26313
0.27482,7.7015,0.25106
0.1953,7.7197,0.23944
0.11571,7.7371,0.22826
0.036054,7.7537,0.21752
-0.043658,7.7696,0.2072
-0.12343,7.7847,0.1973
-0.20325,7.799,0.18781
-0.28311,7.8126,0.17872
-0.36303,7.8254,0.17003
-0.44298,7.8374,0.16172
-0.52297,7.8486,0.15378
-0.603,7.8591,0.14621
-0.68305,7.8688,0.139
-0.76313,7.8777,0.13213
-0.84322,7.8858,0.12559
-0.92334,7.8932,0.11937
-1.0035,7.8997,0.11346
-1.0836,7.9055,0.10786
-1.1637,7.9105,0.10254
-1.2439,7.9146,0.097502
-1.324,7.918,0.092732
-1.4041,7.9206,0.088218
-1.4842,7.9224,0.083951
-1.5642,7.9234,0.07992
-1.6443,7.9236,0.076114
-1.7243,7.923,0.072524
-1.8042,7.9216,0.06914
-1.8841,7.9194,0.065951
-1.964,7.9164,0.06295
-2.0438,7.9126,0.060125
-2.1235,7.908,0.057469
-2.2032,7.9026,0.054973
-2.2827,7.8964,0.052628
-2.3622,7.8893,0.050427
-2.4416,7.8815,0.048362
-2.5209,7.8728,0.046424
-2.6001,7.8634,0.044608
-2.6792,7.8531,0.042905
-2.7582,7.842,0.04131
-2.837,7.8301,0.039816
-2.9157,7.8174,0.038417
-2.9943,7.8039,0.037107
-3.0727,7.7896,0.035881
-3.1509,7.7744,0.034733
-3.229,7.7584,0.033659
-3.3069,7.7417,0.032654
-3.3847,7.7241,0.031712
-3.4622,7.7057,0.030832
-3.5396,7.6865,0.030007
-3.6168,7.6665,0.029234
-3.6937,7.6456,0.02851
-3.7705,7.624,0.027832
-3.847,7.6015,0.027196
-3.9233,7.5782,0.0266
-3.9993,7.5542,0.02604
-4.0751,7.5293,0.025515
-4.1507,7.5036,0.02502
-4.2259,7.4771,0.024556
-4.301,7.4498,0.024118
-4.3757,7.4217,0.023706
-4.4502,7.3928,0.023318
-4.5243,7.3631,0.022951
-4.5982,7.3325,0.022604
-4.6717,7.3012,0.022277
-4.745,7.2691,0.021966
-4.8179,7.2362,0.021672
-4.8905,7.2025,0.021392
-4.9627,7.168,0.021127
-5.0346,7.1327,0.020874
-5.1061,7.0966,0.020633
-5.1773,7.0597,0.020404
-5.2481,7.0221,0.020184
-5.3185,6.9837,0.019975
-5.3886,6.9444,0.019774
-5.4582,6.9044,0.019581
-5.5274,6.8637,0.019396
-5.5963,6.8221,0.019218
-5.6647,6.7798,0.019047
-5.7327,6.7367,0.018883
-5.8002,6.6929,0.018724
-5.8673,6.6482,0.018571
-5.934,6.6029,0.018423
-6.0002,6.5567,0.018279
-6.066,6.5098,0.018141
-6.1312,6.4622,0.018006
-6.1961,6.4138,0.017876
-6.2604,6.3647,0.017749
-6.3242,6.3148,0.017626
-6.3875,6.2642,0.017507
-6.4503,6.2129,0.017391
-6.5126,6.1608,0.017278
-6.5744,6.108,0.017168
-6.6357,6.0544,0.01706
-6.6964,6.0002,0.016956
-6.7566,5.9452,0.016854
-6.8162,5.8896,0.016755
-6.8752,5.8332,0.016658
-6.9337,5.7761,0.016563
-6.9917,5.7183,0.01647
-7.049,5.6598,0.01638
-7.1058,5.6006,0.016292
-7.1619,5.5408,0.016205
-7.2175,5.4803,0.016121
-7.2725,5.419,0.016039
-7.3268,5.3572,0.015958
-7.3806,5.2946,0.015879
-7.4337,5.2314,0.015802
-7.4861,5.1675,0.015727
-7.538,5.103,0.015653
-7.5892,5.0378,0.015581
-7.6397,4.972,0.01551
-7.6896,4.9055,0.015441
-7.7388,4.8385,0.015374
-7.7873,4.7707,0.015308
-7.8352,4.7024,0.015243
-7.8823,4.6335,0.01518
-7.9288,4.5639,0.015118
-7.9746,4.4938,0.015058
-8.0197,4.423,0.014999
-8.0641,4.3516,0.014941
-8.1078,4.2797,0.014884
-8.1507,4.2072,0.014829
-8.1929,4.1341,0.014775
-8.2344,4.0604,0.014723
-8.2752,3.9862,0.014671
-8.3152,3.9114,0.014621
-8.3544,3.8361,0.014572
-8.3929,3.7602,0.014524
-8.4307,3.6838,0.014477
-8.4677,3.6069,0.014431
-8.5039,3.5294,0.014387
-8.5393,3.4514,0.014343
-8.574,3.3729,0.014301
-8.6079,3.294,0.014259
-8.6409,3.2145,0.014219
-8.6732,3.1345,0.01418
-8.7047,3.054,0.014142
-8.7354,2.9731,0.014105
-8.7653,2.8917,0.014069
-8.7943,2.8098,0.014034
-8.8226,2.7275,0.014
-8.85,2.6447,0.013966
-8.8766,2.5615,0.013934
-8.9023,2.4779,0.013903
-8.9272,2.3938,0.013873
-8.9513,2.3093,0.013844
-8.9745,2.2244,0.013815
-8.9969,2.1391,0.013788
-9.0184,2.0534,0.013762
-9.0391,1.9673,0.013736
-9.0589,1.8809,0.013712
-9.0779,1.7941,0.013688
-9.096,1.7069,0.013665
-9.1132,1.6193,0.013643
-9.1295,1.5314,0.013622
-9.1449,1.4432,0.013602
-9.1595,1.3546,0.013583
-9.1732,1.2657,0.013565
-9.186,1.1765,0.013547
-9.1979,1.087,0.01353
-9.2089,0.99724,0.013515
-9.219,0.90714,0.0135
-9.2282,0.81677,0.013486
-9.2365,0.72612,0.013473
-9.2439,0.63521,0.01346
-9.2504,0.54404,0.013449
-9.256,0.45262,0.013438
-9.2606,0.36097,0.013428
-9.2644,0.26908,0.013419
-9.2672,0.17698,0.013411
-9.2691,0.084659,0.013404
-9.2701,-0.007863,0.013398
-9.2701,-0.10058,0.013392
-9.2693,-0.19348,0.013387
-9.2675,-0.28656,0.013383
-9.2647,-0.37981,0.01338
-9.2611,-0.47322,0.013378
-9.2565,-0.56677,0.013376
-9.2509,-0.66047,0.013376
-9.2445,-0.7543,0.013376
-9.2371,-0.84826,0.013377
-9.2287,-0.94232,0.013379
-9.2194,-1.0365,0.013382
-9.2092,-1.1308,0.013385
-9.198,-1.2251,0.013389
-9.1859,-1.3195,0.013395
-9.1728,-1.414,0.013401
-9.1588,-1.5086,0.013408
-9.1439,-1.6032,0.013415
-9.128,-1.6978,0.013424
-9.1111,-1.7925,0.013434
-9.0933,-1.8872,0.013444
-9.0746,-1.9819,0.013455
-9.0549,-2.0766,0.013467
-9.0343,-2.1713,0.01348
-9.0127,-2.266,0.013494
-8.9902,-2.3607,0.013509
-8.9667,-2.4553,0.013524
-8.9423,-2.5499,0.013541
-8.9169,-2.6444,0.013558
-8.8906,-2.7389,0.013576
-8.8634,-2.8333,0.013595
-8.8352,-2.9276,0.013615
-8.806,-3.0218,0.013636
-8.7759,-3.1159,0.013658
-8.7449,-3.2099,0.013681
-8.713,-3.3037,0.013705
-8.6801,-3.3975,0.01373
-8.6462,-3.4911,0.013755
-8.6115,-3.5845,0.013782
-8.5757,-3.6778,0.01381
-8.5391,-3.7709,0.013838
-8.5015,-3.8638,0.013868
-8.463,-3.9566,0.013898
-8.4236,-4.0491,0.01393
-8.3833,-4.1415,0.013962
-8.342,-4.2336,0.013996
-8.2998,-4.3255,0.014031
-8.2567,-4.4171,0.014066
-8.2126,-4.5085,0.014103
-8.1677,-4.5996,0.014141
-8.1218,-4.6905,0.01418
-8.0751,-4.7811,0.01422
-8.0274,-4.8714,0.014261
-7.9788,-4.9615,0.014304
-7.9294,-5.0512,0.014347
-7.879,-5.1406,0.014392
-7.8277,-5.2296,0.014437
-7.7756,-5.3184,0.014484
-7.7225,-5.4068,0.014532
-7.6686,-5.4948,0.014582
-7.6138,-5.5825,0.014632
-7.5581,-5.6698,0.014684
-7.5016,-5.7567,0.014737
-7.4442,-5.8432,0.014792
-7.3859,-5.9294,0.014848
-7.3267,-6.0151,0.014905
-7.2667,-6.1004,0.014963
-7.2059,-6.1852,0.015023
-7.1442,-6.2697,0.015084
-7.0816,-6.3537,0.015147
-7.0183,-6.4372,0.015211
-6.954,-6.5202,0.015276
-6.889,-6.6028,0.015343
-6.8231,-6.6849,0.015412
-6.7564,-6.7665,0.015482
-6.6889,-6.8476,0.015553
-6.6206,-6.9282,0.015626
-6.5515,-7.0083,0.015701
-6.4815,-7.0878,0.015777
-6.4108,-7.1668,0.015855
-6.3393,-7.2452,0.015935
-6.267,-7.3231,0.016017
-6.1939,-7.4004,0.0161
-6.1201,-7.4772,0.016185
-6.0455,-7.5533,0.016272
-5.9701,-7.6289,0.016361
-5.894,-7.7038,0.016451
-5.8171,-7.7782,0.016544
-5.7395,-7.8519,0.016639
-5.6612,-7.925,0.016735
-5.5821,-7.9975,0.016834
-5.5023,-8.0693,0.016935
-5.4217,-8.1404,0.017038
-5.3405,-8.2109,0.017143
-5.2586,-8.2808,0.01725
-5.1759,-8.3499,0.01736
-5.0926,-8.4184,0.017472
-5.0086,-8.4861,0.017586
-4.9239,-8.5532,0.017703
-4.8386,-8.6195,0.017822
-4.7525,-8.6852,0.017944
-4.6659,-8.7501,0.018068
-4.5785,-8.8142,0.018195
-4.4906,-8.8776,0.018325
-4.402,-8.9403,0.018458
-4.3128,-9.0022,0.018593
-4.2229,-9.0633,0.018731
-4.1325,-9.1237,0.018873
-4.0414,-9.1833,0.019017
-3.9498,-9.242,0.019165
-3.8576,-9.3,0.019315
-3.7648,-9.3572,0.019469
-3.6714,-9.4136,0.019626
-3.5775,-9.4691,0.019787
-3.483,-9.5238,0.019951
-3.3879,-9.5777,0.020119
-3.2923,-9.6307,0.020291
-3.1962,-9.6829,0.020466
-3.0996,-9.7342,0.020646
-3.0025,-9.7847,0.020829
-2.9048,-9.8343,0.021016
-2.8067,-9.883,0.021208
-2.7081,-9.9308,0.021404
-2.609,-9.9778,0.021604
-2.5094,-10.024,0.021809
-2.4094,-10.069,0.022019
-2.3089,-10.113,0.022233
-2.208,-10.157,0.022452
-2.1067,-10.199,0.022677
-2.0049,-10.24,0.022907
-1.9028,-10.281,0.023142
-1.8002,-10.321,0.023382
-1.6972,-10.359,0.023628
-1.5939,-10.397,0.023881
-1.4901,-10.434,0.024139
-1.386,-10.469,0.024403
-1.2816,-10.504,0.024674
-1.1768,-10.538,0.024951
